film_title,male_rating,female_rating
The Nightmare Before Christmas,8,8.3
Once Upon a Forest,6.1,7.1
The Piano,7.5,7.9
Pieces of April,7.1,7.1
Point of No Return/The Assassin,5.9,6.2
The Princess and the Cobbler,7.2,7.5
The Remains of the Day,8,7.9
Robin Hood: Men in Tights,6.6,7.2
RoboCop 3,3.8,3.8
Ruby in Paradise,7,7.3
The Sandlot,7.7,7.9
Schindler's List,8.9,9
Searching for Bobby Fischer,7.5,7.6
The Secret Garden,6.9,7.7
Short Cuts,7.8,7.5
Sister Act 2: Back in the Habit,4.9,6.1
Sleepless in Seattle,6.7,7
Sonatine,7.6,7.5
Super Mario Bros.,3.9,4.6
Swing Kids,6.5,7.3
Telling Secrets,5.5,6.2
Three Colors: Blue,8,8.1
Tombstone,7.8,7.9
The Trial,6,6.3
Umi ga kikoeru,7.1,6.7
Undercover Blues,5.8,6.4
Untamed Heart,6.6,7.1
The Wedding Banquet,7.6,7.7
A Few Good Men,7.6,7.6
A League of Their Own,7,7.6
Aladdin,7.9,8.2
Alien 3,6.5,6
Army of Darkness,7.6,7.5
Baraka,8.5,8.6
Basic Instinct,6.9,6.7
Batman Returns,7,7.1
Bob Roberts,7.1,7
Boomerang,5.3,5.5
Buffy the Vampire Slayer,5.4,5.9
Candyman,6.6,6.5
Chaplin,7.5,7.8
Como agua para chocolate,7.1,7.6
The Crying Game,7.3,7.6
The Cutting Edge,6.5,7.4
Damage,6.7,7.1
Dead Alive,7.6,7.4
Death Becomes Her,6.3,6.7
Dracula,7.4,7.6
El Mariachi,7,6.9
Enchanted April,7.2,7.7
FernGully: The Last Rainforest,6.1,7.1
Full Contact,7.2,7.7
Gas Food Lodging,6.6,7.3
Glengarry Glen Ross,7.9,7.6
Hero,6.4,6.5
Home Alone 2: Lost in New York,6.4,6.7
Howards End,7.5,7.6
Husbands and Wives,7.6,7.5
King of Beggars,6.9,7.2
Ladybugs,5,5.7
The Lawnmower Man,5.3,5.2
Leaving Normal,6.5,7.3
Malcolm X,7.7,7.7
The Mighty Ducks,6.3,6.6
The Muppet Christmas Carol,7.6,7.9
My Cousin Vinny,7.5,7.5
Newsies,6.3,7.8
Orlando,7,7.5
Passion Fish,7.4,7.5
The Player,7.7,7.5
Porco Rosso (Kurenai no Buta),7.9,7.6
Reservoir Dogs,8.4,8.3
Sarafina!,6.1,6.9
Scent of a Woman,8,7.9
Single White Female,6.3,6.5
Sister Act,5.9,6.7
Stop! Or My Mom Will Shoot,3.9,4.2
Straight Talk,5.3,6
This is My Life,5.6,6.6
Toys,4.9,5.2
Twin Peaks: Fire Walk With Me,7.2,7.2
Wayne's World,7,6.9
'Merci la vie',6.9,6.9
The Addams Family,6.7,7.2
An American Tail: Fievel Goes West,6.3,6.6
Barton Fink,7.8,7.6
Beauty and the Beast,7.8,8.6
Bill & Ted's Bogus Journey,6.1,6.1
Black Robe,7.1,7.2
Closet Land,6.9,7.9
Critters 3,4.1,4
Daughters of the Dust,5.8,6.9
Defending Your Life,7.2,7.2
Delirious,5.6,5.9
Doc Hollywood,6,6.1
Don't Tell Mom the Babysitter's Dead,5.8,6.6
The Double Life of Veronique,7.9,7.9
Europa,7.7,7.7
The Fisher King,7.5,7.6
Flirting,7.2,7.2
Fried Green Tomatoes,7.4,8.1
Hook,6.5,7
Hot Shots!,6.7,6.5
Hudson Hawk,5.7,5.8
Impromptu,6.8,7.4
Into The Woods,8.2,8.6
L.A. Story,6.7,6.7
The Last Boy Scout,7,6.7
Lethal Games,3,3
Life Stinks,5.7,5.8
The Lovers on the Bridge,7.5,7.6
Madonna: Truth or Dare,5.8,6.3
Motorama,6.3,6.6
My Girl,6.5,7.3
The Naked Gun 2 1/2: The Smell of Fear,6.8,6.4
Neon City,5.2,6.3
Night on Earth,7.8,7.9
The Object of Beauty,5.6,5.8
Omohide poro poro,7.8,7.7
Other People's Money,6.1,5.9
Point Break,7.1,7.1
The Princess and the Goblin,6.5,7.4
Raise the Red Lantern,8.2,8.4
Robin Hood: Prince of Thieves,6.9,7.1
The Rocketeer,6.4,6.3
Rubin and Ed,7.4,7.6
Salmonberries,6.1,6.3
Shakes the Clown,5.5,5.1
The Silence of the Lambs,8.7,8.6
Slacker,7.1,6.9
Star Trek VI: The Undiscovered Country,7.2,7.1
Tacones Lejanos,7.1,7.6
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.9,6
Terminator 2: Judgement Day,8.6,8.1
Thelma & Louise,7.3,7.7
Toy Soldiers,6.4,6.8
What About Bob?,7,7
White Fang,6.6,6.9
A Little Night Music,8,8.1
A Tale of Springtime,7.2,7.4
Air America,5.6,5.7
An Angel at My Table,7.4,7.7
Back to the Future Part III,7.4,7.3
Bimbos B.C.,1.4,4.2
The Bonfire of the Vanities,5.4,5.3
Child's Play 2,5.6,5.6
Close-Up,8.2,7.9
Dark Angel (I Come in Peace),5.9,5.9
Darkman,6.4,6.2
Die Hard 2,7.1,7
Edward Scissorhands,7.9,8.3
Europa Europa,7.6,7.9
Flatliners,6.5,6.7
Ghost,6.9,7.2
Goodfellas,8.8,8.5
The Handmaid's Tale,5.9,6.3
Happily Ever After,3.9,5.9
Home Alone,7.4,7.5
The Hunt for Red October,7.6,7.5
I Hired a Contract Killer,7.3,7.5
I love you to death,6.3,6.7
I the Worst of All,7.1,7.3
It,6.9,7
Joe Versus the Volcano,5.6,5.6
Life Is Sweet,7.5,7.3
The Long Walk Home,7.2,7.6
The Match Factory Girl,7.6,7.9
Mermaids,6.3,6.9
Miller's Crossing,7.9,7.7
Mindwalk,7.4,8
Misery,7.8,7.9
Nikita,7.4,7.5
Paris is Burning,7.8,8.2
Postcards from the Edge,6.6,6.8
Predator 2,6.2,6.1
Pretty Woman,6.7,7.4
Qin yong,7,7.1
RoboCop 2,5.7,5.3
The Russia House,6.1,6.2
Strangers in Good Company,7.6,8.3
Teenage Mutant Ninja Turtles,6.7,6.6
Total Recall,7.5,7.2
Tremors,7.2,7
Troll 2,2.5,2.9
White Hunter Black Heart,6.7,6.5
Wild at Heart,7.3,7.3
The Witches,6.8,7
The 'Burbs,6.8,7
The Abyss,7.6,7.5
All Dogs Go to Heaven,6.5,7
Back to the Future Part II,7.8,7.7
Batman,7.6,7.5
Bill & Ted's Excellent Adventure,6.9,7
The Cook the Thief His Wife & Her Lover,7.5,7.7
Crimes and Misdemeanors,8.1,7.9
Dead Calm,6.8,6.8
Dead Poets Society,7.9,8.1
The Dream Team,6.4,6.7
Drugstore Cowboy,7.4,7.4
Fat Man and Little Boy,6.5,6.5
Fletch Lives,6,5.8
Get Smart Again!,6.4,6.3
Ghostbusters II,6.5,6.5
Henry V,7.8,8
Honey I Shrunk the Kids,6.2,6.3
Indiana Jones and the Last Crusade,8.3,8.2
Leningrad Cowboys Go America,6.9,7.1
Let It Ride,6.8,6.5
Leviathan,5.7,5.9
Licence to Kill,6.6,6.5
The Little Mermaid,7.3,8.2
Kiki's Delivery Service,7.8,7.9
Major League,7.2,6.9
Meet The Feebles,6.7,6.4
Mystery Train,7.5,7.6
Oranges Are Not The Only Fruit,7.6,7.6
Police Academy 6: City Under Siege,3.9,4.3
Przesluchanie,8.1,8.2
Resan till Melonia,7.5,8
Road House,6.4,6.3
Say Anything...,7.4,7.6
The Seventh Continent,7.9,8
Sex Lies and Videotape,7.2,7.3
Shag,5.5,7.2
She-Devil,5.1,5.8
Shirley Valentine,7,7.7
Star Trek V: The Final Frontier,5.3,5.5
Steel Magnolias,6.8,7.7
Teen Witch,5.4,7
Troop Beverly Hills,4.7,6.4
Turner & Hooch,5.9,6.2
UHF,7,6.8
Uncle Buck,6.9,6.9
Weekend at Bernie's,6.3,6.4
When Harry Met Sally,7.6,7.7
Wild Orchid,4.3,4.9
A Fish Called Wanda,7.6,7.6
The Accused,7.1,7.5
Action Jackson,5,4.6
Akira,8.1,7.8
Alien Nation,6.2,6.4
Appleseed,6.3,6.2
Beaches,6.2,7.3
Beetle Juice,7.4,7.7
Big,7.2,7.3
Big Business,6,6.7
Bloodsport,6.8,6.7
Child's Play,6.5,6.4
Cinema Paradiso,8.5,8.6
Coming to America,6.9,6.8
Crossing Delancey,6.7,7.2
Dangerous Liaisons,7.6,7.9
Dead Ringers,7.4,7.4
Die Hard,8.3,8
Distant Voices Still Lives,7.5,7.5
Feds,5,6
Gakko no kaidan G,7.5,7.5
Hairspray,6.8,7.1
Heathers,7.3,7.6
Hell Comes to Frogtown,5.4,5.8
Hellbound: Hellraiser II,6.5,6.6
Killer Klowns from Outer Space,6.1,6
L'etudiante,5.5,5.7
The Land Before Time,7.2,7.6
The Last Temptation of Christ,7.6,7.6
Maniac Cop,6,6.1
Married to the Mob,6,6.3
Midnight Run,7.6,7.6
My Stepmother Is an Alien,5.1,5.4
Mystic Pizza,6,6.4
The Naked Gun: From the Files of Police Squad!,7.7,7.1
Oliver & Company,6.5,7.1
Police Academy 5: Assignment: Miami Beach,4.1,4.5
Poltergeist III,4.4,4.7
Rain Man,8,8
Rock 'n' Roll Mom,5.2,8
Satisfaction,4.2,5.3
Scooby-Doo and the Ghoul School,6.3,7.5
Scrooged,7,7
Sticky Fingers,5,5.3
They Live,7.3,7.2
Tonari no Totoro,8.2,8.5
Torch Song Trilogy,7.6,7.9
Twins,6,5.7
Two Moon Junction,4.6,5.5
Who Framed Roger Rabbit,7.7,7.6
Willow,7.2,7.5
Women on the Verge of a Nervous Breakdown,7.6,7.8
Working Girl,6.6,7
World Gone Wild,5.2,6.7
Young Guns,6.8,6.8
84 Charing Cross Road,7.4,7.8
Angel Heart,7.4,7.2
Around the World in Eighty Ways,5.7,6.5
Babette's Feast,7.8,8
Baby Boom,5.7,6.6
Bagdad Cafe,7.4,7.9
Barbie and the Rockers: Out of This World,4.3,8.1
Beverly Hills Cop II,6.4,6.2
Black Widow,6.2,6.5
Broadcast News,7.2,7.2
The Chipmunk Adventure,7,7.8
Dirty Dancing,6.2,7.6
Dragnet,5.9,5.8
Evil Dead II,7.9,7.6
Fatal Attraction,6.9,7
Fatal Beauty,5,5.9
Full Metal Jacket,8.4,8.2
The Gate,5.8,6
Good Morning Vietnam,7.2,7.3
Hansel and Gretel,6.8,7.5
Hard Ticket to Hawaii,4.2,3.9
Hellraiser,7.1,7.1
High Tide,7.2,7.6
House of Games,7.3,7.3
Housekeeping,7.1,7.5
I've Heard the Mermaids Singing,6.9,7.3
The Last Emperor,7.8,7.9
Lethal Weapon,7.6,7.5
Light of Day,5.2,5.7
The Lost Boys,7.1,7.6
Maurice,7.7,7.8
Moonstruck,7,7.4
Ngati,6.5,6.7
Nice girls don't expolosde,5.3,6.6
Outrageous Fortune,5.9,6.4
Overboard,6.4,7.2
Planes Trains & Automobiles,7.6,7.4
Police Academy 4: Citizens on Patrol,4.6,4.9
Predator,7.9,7.4
Prince of Darkness,6.8,6.6
The Princess Bride,8.1,8.4
Radio Days,7.6,7.9
Raising Arizona,7.4,7.4
RoboCop,7.6,7.1
September,6.6,7.1
Spaceballs,7.1,7.2
Superman IV: The Quest for Peace,3.6,3.9
Swimming to Cambodia,7.7,8.1
The Whales Of August,7.5,8.3
Wings of Desire,8,8.2
The Witches of Eastwick,6.4,6.7
Withnail & I,7.8,8
The Wonderful Wizard of Oz,6.7,9.1
'night Mother,7.4,8
The Adventures of Milo and Otis,7.1,7.5
Aliens,8.5,8.2
An American Tail,6.8,7.1
Armed and Dangerous,5.4,5.2
Asterix in Britain (Asterix chez les Bretons),7.1,7.1
Back to School,6.5,6.2
Big Trouble in Little China,7.3,7.1
Blue Velvet,7.9,7.5
The Clan of the Cave Bear,5.2,5.5
Crocodile Dundee,6.5,6.4
Down by Law,7.9,8
F/X,6.6,6.8
Ferris Bueller's Day Off,7.9,8
Flight of the Navigator,6.8,7.1
The Fly,7.6,7.2
The Great Mouse Detective,7.2,7.4
Hannah and Her Sisters,8,7.9
Highlander,7.2,7.1
Hour of the Star,7.3,7.5
Howard The Duck,4.5,4.4
Jumpin' Jack Flash,5.5,6.5
Kin-Dza-Dza,8.2,8.2
Labyrinth,7.3,8
Little Shop of Horrors,6.8,7.2
Maximum Overdrive,5.3,5.6
The Money Pit,6.2,6.4
The Parent Trap II,5.4,6.4
Peggy Sue Got Married,6.3,6.5
Platoon,8.2,7.9
Police Academy 3: Back in Training,5,5.2
Pretty in Pink,6.5,7.1
Project A-ko,7,7.5
Ruthless People,6.8,7
Short Circuit,6.5,6.7
SpaceCamp,5.5,6.1
Stand By Me,8.1,8.3
Star Trek IV: The Voyage Home,7.3,7.5
Castle in the sky,8.1,8
Top Gun,6.8,6.9
The Transformers: The Movie,7.4,6.9
When the Wind Blows,7.8,8
A Chorus Line,5.9,6.4
A Room with a View,7.3,7.7
After Hours,7.7,7.6
Agnes of God,6.5,6.9
Anne of Green Gables,7.7,8.8
Asterix vs. Caesar,6.8,7
Back to the Future,8.5,8.4
Barbarian Queen,3.7,3.4
Better Off Dead,7.3,7.4
The Black Cauldron,6.4,6.5
Brazil,8,8
The Breakfast Club,7.9,8.2
The Care Bears Movie,5,6.3
Clue,7.2,7.8
The Color Purple,7.6,8.2
Commando,6.6,6.4
Day of the Dead,7.2,7.1
Desert Hearts,6.7,7.3
Desperately Seeking Susan,5.7,6.2
Detective,6.1,6.9
Dim Sum: A Little Bit of Heart,6.5,6.5
Enemy Mine,6.9,7.2
Fandango,6.6,6.5
Fletch,6.9,6.6
Girls Just Want to Have Fun,5.3,6.6
The Goonies,7.7,8
Huang tudi (Yellow Earth),7.2,7.5
Just One of the Guys,6.3,6.8
Ladyhawke,6.8,7.4
Legend,6.3,6.9
Mr Vampire (Geung si sin sang),7.6,8.2
My Beautiful Laundrette,6.9,7.2
The Official Story,7.7,8
Otac na sluzbenom putu,7.8,8
Phenomena,6.9,6.8
Police Academy 2: Their First Assignment,5.5,5.6
Purple Rose of Cairo,7.7,7.8
Ran,8.3,7.6
Real Genius,7,7.3
Red Sonja,4.9,5
Return to Oz,6.6,7.1
Sans toi ni loi (Vagabond),7.7,7.8
Starchaser: The Legend of Orin,6.8,7.8
Sweet Dreams,6.9,7.5
Tomo yo shizukani nemure,6.6,6.5
The Trip To Bountiful,7.6,7.9
Weird Science,6.6,6.5
Wetherby,6.8,7.5
White Nights,6.3,7.1
2010,6.8,6.7
A nightmare on Elm Street,7.5,7.5
A Passage to India,7.4,7.4
A Private Function,6.6,6.7
A Soldier's Story,7.2,7.6
The Adventures of Buckaroo Banzai Across the 8th Dimension,6.4,6.6
Amadeus,8.4,8.4
Beverly Hills Cop,7.3,7.1
Blame It on Rio,5.7,5.4
Body Double,6.7,6.4
The Bostonians,6.2,6.5
Conan the Destroyer,5.8,5.6
Dune,6.6,6.6
Friday the 13th Part IV: The Final Chapter,5.8,5.8
Ghostbusters,7.8,7.6
Gremlins,7.2,7.1
Indiana Jones and the Temple of Doom,7.6,7.6
The Jewel in the Crown,8.2,8.6
The Karate Kid,7.2,7.2
Kaze no tani no Naushika,8.2,8.1
The Last Starfighter,6.7,6.9
Love Streams,8,8.2
The Muppets Take Manhattan,6.8,7.1
The Natural,7.6,7.5
The Neverending Story,7.4,7.7
Night of the Comet,6.3,6.7
Non ci resta che piangere,7.8,7.9
Paris Texas,8.1,8
Poison for the Fairies,7.3,7.6
Police Academy,6.6,6.6
Protocol,5.2,5.8
Purple Rain,6.2,6.5
Repo Man,6.9,6.7
Secret Places,6,6
Sixteen Candles,7.1,7.5
Splash,6.2,6.3
Star Trek III: The Search for Spock,6.6,6.8
Supergirl,4.2,4.8
The Terminator,8.1,7.8
This Is Spinal Tap,8,7.9
Top Secret!,7.2,7.1
What Have I Done to Deserve This?,7.2,7.4
The Ballad of Narayama,7.8,7.7
Born in Flames,5.4,6.7
Breathless,5.7,5.7
Christine,6.6,6.5
Dark Habits,6.5,7
Educating Rita,7.1,7.5
El Norte,7.8,7.6
Flashdance,5.9,6.3
Go for It,7.1,6.8
Hercules,3.5,3.5
The Hunger,6.5,6.9
Lianna,7,6.7
Local Hero,7.5,7.7
Los renglones torcidos de Dios,5.5,6.1
The Man With Two Brains,6.3,6.3
Rumble Fish,7.2,7.3
Scarface,8.3,8
Silkwood,7.1,7.6
Star Wars: Episode VI - Return of the Jedi,8.4,8.3
Superman III,4.9,5.1
Terms of Endearment,7.4,7.7
Terms of Endearment,7.4,7.7
Trading Places,7.5,7.3
Videodrome,7.3,7.1
WarGames,7.1,7.1
Yellowbeard,6,6.1
48 Hrs.,6.9,6.7
Annie,6,7.1
Banana Joe,6.2,6.2
The Best Little Whorehouse in Texas,5.6,6.4
Blade Runner,8.3,8
Cat People,6,5.9
Come Back to the Five and Dime Jimmy Dean Jimmy Dean,7.5,8.4
Conan the Barbarian,6.9,6.3
Countryman,7.2,7.4
The Dark Crystal,7.2,7.4
Deathtrap,7,7.2
Diner,7.2,7.1
The Draughtsman's Contract,7.3,7.4
E.T.: The Extra-Terrestrial,7.8,7.9
Fanny and Alexander,8.2,8
Fast Times at Ridgemont High,7.2,7.1
First Blood,7.7,7.1
Forbidden World,5.3,5.4
Frances,7.3,7.6
Friday the 13th Part III,5.6,5.6
Godard's Passion,6.4,6.9
Grease 2,3.7,4.7
The King of Comedy,7.8,7.5
Koyaanisqatsi,8.3,8.1
Ladies and Gentlemen the Fabulous Stains,6.7,7.2
The Last Unicorn,7.2,8
Le Retour de Martin Guerre,7.3,7.5
Liquid Sky,5.9,6.8
Poltergeist,7.4,7.4
Porky's,6.2,5.8
The Secret of NIMH,7.5,7.8
The Slumber Party Massacre,5.5,5.6
Smithereens,6.6,6.5
Sophie's Choice,7.6,7.9
Star Trek: The Wrath of Khan,7.8,7.7
The Thing,8.2,7.8
Tootsie,7.4,7.6
TRON,6.8,6.8
An American Werewolf in London,7.6,7.4
Body Heat,7.4,7.4
Christiane F. - Wir Kinder vom Bahnhof Zoo,7.6,7.8
Clash of the Titans,6.8,7
Das Boot,8.5,8.1
Escape from New York,7.2,7
The Evil Dead,7.6,7.4
The Fox and the Hound,7.2,7.5
Friday the 13th Part 2,6,6.1
The Great Muppet Caper,7.2,7.6
Halloween II,6.5,6.5
Heavy Metal,6.7,6.7
History of the World: Part I,6.8,7
Horror Planet,3.4,3.1
Lady Chatterley's Lover,5,5.6
Looker,6.1,6.4
Mommy Dearest,6.4,7
Ms. 45,6.8,7.1
My Dinner With Andre,7.7,7.7
Outland,6.6,6.6
Pennies from Heaven,6.5,6.5
Polyester,6.9,7.3
Quest for Fire,7.4,7.2
Raiders of the Lost Ark,8.6,8.4
Reds,7.5,7.8
Rich and Famous,5.8,6.2
Southern Comfort,7.2,7
Stripes,6.9,6.9
Time Bandits,7,6.9
Umrao Jaan,7.6,8.4
The Woman Next Door,7.3,7.6
Airplane!,7.8,7.6
Any Which Way You Can,5.9,5.7
Atlantic City,7.4,7.3
The Blues Brothers,8,7.8
Can't Stop the Music,4.1,6.1
Cannibal Holocaust,6,5.5
Cruising,6.3,6.4
Fade to Black,5.8,6.4
Fame,6.5,6.7
Flash Gordon,6.4,6.5
The Fog,6.8,6.6
Friday the 13th,6.5,6.6
Heaven's Gate,6.7,6.3
La terrazza,7.1,7
Little Darlings,6.1,6.9
Loose Shoes,4.9,4.3
Moskva slezam ne verit,8.2,8.5
Nine to Five,6.4,7.1
The Nude Bomb,5,4.7
Pepi Luci Bom and Other Girls Like Mom,6.3,6.6
Private Benjamin,5.9,6.5
Raging Bull,8.3,8
Resurrection,7.3,7.7
The Shining,8.5,8.4
Somewhere in Time,7.2,7.6
Star Wars: Episode V - The Empire Strikes Back,8.8,8.6
Superman II,6.8,6.7
Xanadu,4.8,5.3
Alien,8.5,8.3
All That Jazz,7.8,7.8
The Amityville Horror,6.1,6.4
Apocalypse Now,8.6,8.2
Being There,8.1,7.8
The China Syndrome,7.4,7.4
Die Blechtrommel,7.6,7.6
Escape from Alcatraz,7.6,7.5
The Frisco Kid,6.3,6.7
The In-Laws,7.3,7.5
The Jerk,7.2,7.1
L'hypothese du tableau vole,7.7,7.9
Life of Brian,8.2,8.1
Manhattan,8.1,8
The Marriage of Maria Braun,7.8,8
Moonraker,6.2,6.2
My Brilliant Career,7.2,7.6
Nosferatu the Vampyre,7.6,7.6
Quadrophenia,7.3,7.2
Rock 'n' Roll High School,6.8,7.1
Stalker,8.2,7.9
Star Trek: The Motion Picture,6.4,6.4
Time After Time,7.2,7.4
The Warriors,7.7,7.7
A Woman Called Moses,6.4,8.9
Animal House,7.7,7.4
Avalanche,4.1,4.6
Damien: Omen II,6.2,6.3
Dawn of the Dead,8.1,7.6
Days of Heaven,8,7.9
Death on the Nile,7.1,7.5
The Deer Hunter,8.2,8.1
Girlfriends,6.7,6
Grease,6.9,7.8
Autumn Sonata,8.2,8.3
Halloween,7.9,7.7
The Hound of the Baskervilles,4.4,5.2
I Spit on Your Grave,5.6,6
Interiors,7.5,7.9
La cage aux folles,7.2,7.6
Midnight Express,7.7,7.6
Quel maledetto treno blindato,6.6,6.7
Ringing Bell (Chirin no Suzu),7.1,8
The Shout,6.8,7
The Star Wars Holiday Special,2.5,3.7
Superman,7.3,7.3
Watership Down,7.7,7.7
Within the Woods,6.8,6.5
The Wiz,4.9,5.8
3 Women,7.9,7.8
The 36 Crazy Fists,5.1,5.9
A Bridge Too Far,7.4,7.4
A Little Night Music,5.7,5.9
A Special Day,8,8.1
ABBA: The Movie,6.3,6.5
Annie Hall,8.2,8
Close Encounters of the Third Kind,7.7,7.6
Death Trap!,5.4,5.3
The Devil Probably,7.3,7.5
Eraserhead,7.4,7.4
The Goodbye Girl,7.3,7.7
The Haunting of Julia,6.3,6.6
High Anxiety,6.7,6.9
House,7.4,7.3
Julia,7.3,7.9
The Man Who Loved Women,7.5,7.4
The Many Adventures of Winnie the Pooh,7.6,7.8
The Rescuers,6.8,7.1
Saturday Night Fever,6.8,6.7
The Sentinel,6.3,6.6
Sluzhebnyy roman,8.3,9
Soldaat van Oranje,7.8,7.7
Star Wars,8.8,8.6
Stroszek,8.1,8
Suspiria,7.5,7.4
The Turning Point,6.8,7.4
A Star Is Born,6.1,7.5
Assault on Precinct 13,7.4,7.3
Bugsy Malone,6.7,7.2
Carrie,7.4,7.5
Family Plot,6.8,6.8
Il secondo tragico Fantozzi,7.8,7.7
In the Realm of the Senses,6.6,6.6
the Twelve Tasks of Asterix,7.7,7.8
The Little Girl Who Lives Down the Lane,7.1,7.3
Logan's Run,6.8,6.9
The Man Who Fell to Earth,6.7,6.9
Marathon Man,7.6,7.5
Murder by Death,7.4,7.7
Network,8.2,7.9
The Omen,7.6,7.6
The Outlaw Josey Wales,7.9,7.7
Revenge Of The Cheerleaders,4.6,4.5
Rocky,8.1,7.6
Sebastiane,6.2,5.9
Silent Movie,6.6,6.7
Small Change,7.6,7.7
Sparkle,6.6,7.7
Taxi Driver,8.4,8.2
Barry Lyndon,8.2,7.5
Dersu Uzala,8.3,7
Dialogues of Exiles,7.3,7.3
Dog Day Afternoon,8.1,8.1
Fawlty Towers,8.9,8.7
Grey Gardens,7.7,8
Ironiya sudby ili S legkim parom!,8.5,8.5
Jaws,8.1,7.7
Jeanne Dielman 23 Quai du Commerce 1080 Bruxelles,7.9,8
The Maids,6.4,7.2
The Mirror,8.1,7.8
Monty Python and the Holy Grail,8.4,8.3
Nashville,7.8,7.6
One Flew Over the Cuckoo's Nest,8.8,8.7
Picnic at Hanging Rock,7.6,7.6
The Rocky Horror Picture Show,7.2,7.9
The Stepford Wives,6.8,7.1
The Story of O,5.4,5.5
Three Days of the Condor,7.5,7.5
Tommy,6.5,6.8
Ali: Fear Eats the Soul,8.1,8
Alice Doesn't Live Here Anymore,7.4,7.4
Black Christmas,7.2,7.2
Blazing Saddles,7.8,7.7
Celine and Julie Go Boating,7.7,7.8
Chinatown,8.3,8.1
The Conversation,8,7.8
Dark Star,6.6,6.5
Edvard Munch,8.4,8.4
The Godfather: Part II,9.1,8.8
The Groove Tube,5.9,5.9
Mame,5.8,6.2
The Odessa File,7,7.1
The Texas Chain Saw Massacre,7.5,7.3
The Towering Inferno,6.9,7
Young Frankenstein,8,8.1
Zardoz,5.8,5.9
A Touch of Class,6.5,6.7
American Graffiti,7.6,7.4
Badlands,7.9,7.9
Black Mama White Mama,5.6,5.7
Don't look now,7.4,7.2
The Exorcist,8.1,7.8
High Plains Drifter,7.7,7.5
The Holy Mountain,7.8,7.8
Ivan Vasilevich menyaet professiyu,8.3,8.6
Jesus Christ Superstar,7.2,7.6
The Legend of Hell House,6.9,7
Lemora: A Child's Tale Of The Supernatural,6.5,6.9
The Mad Adventures of 'Rabbi' Jacob,7.4,7.6
Mean Streets,7.5,7.4
Paper Moon,8.2,8.3
Papillon,8.1,8
Payday,7.2,7.3
Robin Hood,7.6,7.7
Serpico,7.8,7.7
Sleeper,7.3,7.5
Soylent Green,7.1,7.1
The Spirit of the Beehive,8,8
The Sting,8.4,8.3
The Wicker Man,7.7,7.6
1776,7.5,7.8
Aguirre: The Wrath of God,8.1,7.1
Avanti!,7.2,7.3
Butterflies Are Free,7.1,7.5
Cabaret,7.8,8.1
Chloe in the Afternoon,7.8,7.7
Cries and Whispers (Viskningar och rop),8.1,7.6
The Dawns Here are Quiet,8.2,8.2
Deliverance,7.8,7.5
Don't Torture a Duckling,7.2,7.2
The Godfather,9.3,9
Jeremiah Johnson,7.6,7.5
Last Tango in Paris,7.2,7.1
The Other Side of Underneath,6.3,6.9
Pink Flamingos,6,6.4
The Poseidon Adventure,7,7.2
Silent Night Bloody Night,5.2,5.6
Sleuth,8.1,8.1
Solyaris,8.1,7.7
Travels With My Aunt,6.3,6.8
Une belle fille comme moi,6.6,6.7
What's up Doc,7.7,8.1
When Michael Calls,6,6.4
A Clockwork Orange,8.5,8.3
And Now for Something Completely Different,7.6,7.9
Bananas,7.1,7.2
Bedknobs and Broomsticks,6.9,7.3
Escape from the Planet of the Apes,6.2,6.3
The French Connection,7.9,7.6
Frenchie King,5.2,5.1
Harold and Maude,8,8.4
Here Comes Peter Cotton Tail,7.4,7.7
The Lady Hermit,7.4,8.3
The Last Picture Show,8.1,8
Let's Scare Jessica to Death,6.5,6.5
Lust for a Vampire,5.8,6.1
Mary Queen of Scots,7.4,8.2
McCabe & Mrs. Miller,7.7,7.5
The Million Dollar Duck,5.6,6.2
Mon oncle Antoine,7.5,7.3
Mrs. Pollifax - Spy,5.2,6.3
Play Misty for Me,7,7.1
Shaft,6.6,6.5
Straw Dogs,7.6,7.1
Sweet Sweetback's Baadasssss Song,5.5,5.3
Taking Off,7.4,7.6
THX 1138,6.8,6.8
The Trojan Women,7,7.6
Walkabout,7.7,7.6
Willy Wonka & the Chocolate Factory,7.8,7.9
Airport,6.6,6.6
The AristoCats,6.9,7.5
Bambule,6.9,6.6
Beyond the Valley of the Dolls,6.1,6.4
The Boys in the Band,7.8,7.7
Carry It On,4.4,1
Deep End,7.3,7.3
Five Easy Pieces,7.5,7.4
House of Dark Shadows,6.5,6.9
Le Cercle Rouge,8.1,7.9
Les novices,4.8,6
Love Story,6.8,7.1
The Phantom Tollbooth,6.9,7.4
Santa Clause is Comin' to Town,7.8,8.1
Scars of Dracula,6.3,6.5
Taste the Blood of Dracula,6.3,6.5
Two Mules for Sister Sara,7,7.2
The Vampire Lovers,6.6,6.4
Alice's Restaurant,6.3,6.5
Army of Shadows,8.2,6.7
Butch Cassidy and the Sundance Kid,8.2,8.2
Chastity,4.8,5.7
The Computer Wore Tennis Shoes,5.9,6.1
Downhill Racer,6.2,6.3
Easy Rider,7.4,7.3
Hello Dolly!,7,7.7
The Honeymoon Killers,7,7.3
The Italian Job,7.4,7.3
Kes,7.8,6.7
Midnight Cowboy,8,8
Mississippi Mermaid,7.1,7.2
My Side of the Mountain,6.6,6.9
On Her Majesty's Secret Service,6.8,6.6
